,Unnamed: 0,mech_type,hf_type,drug_type,APD_30,APD_40,APD_50,APD_90,Tri90_30,Tri90_40,Tri90_50,CaTD_50,CaTD_80,CaTD_90,RT50,RT90,TTP,Ta_min,Ta_max,dvdt_max,RMP,V_peak,diast_Ca,syst_Ca,CaTA,DevF,EAD,pos_calc,repol_fail,qNet,risk
0,0,iso,control,pimozide,173.0,196.0,213.7,267.7,94.7,71.69999999999999,54.0,234.8,385.5,478.0,124.9,256.9,151.9,0.0612334180424288,32.308523762674014,256.15150083546075,-87.97594253309754,38.14386506604735,7.794621212761041e-05,0.0004607095200427,0.0003827633079151,32.24729034463159,False,False,False,489.3158877637093,intermediate
1,1,iso,control,pimozide,171.2,194.2,212.2,266.5,95.3,72.30000000000001,54.30000000000001,214.0,343.9,422.9,107.6,223.3,134.9,0.0234678526553593,17.23964356734999,256.3500776379695,-87.97773413007583,38.22530272394616,7.743354878269422e-05,0.0005160071818171,0.0004385736330344,17.216175714694632,True,True,False,486.68975568079935,intermediate
2,2,iso,control,pimozide,172.5,195.5,213.3,267.3,94.8,71.80000000000001,54.0,227.3,372.1,460.8,147.7,290.9,209.3,0.1508895818084685,36.78250943786573,256.2103036894472,-87.97648864494646,38.17422838954053,7.779991885718568e-05,0.000477762142362,0.0003999622235048,36.631619856057256,False,True,False,488.6066269965566,intermediate
3,3,iso,control,pimozide,172.2,195.2,213.0,267.2,95.0,72.0,54.19999999999999,226.7,367.6,453.7,115.6,236.6,172.2,0.024949209048341,18.443777967252466,256.24198409367386,-87.97692277276971,38.17417515684988,7.767280235776694e-05,0.0004817653460994,0.0004040925437416,18.41882875820412,False,True,False,488.2563015157176,intermediate
4,4,iso,control,pimozide,171.9,194.9,212.8,267.0,95.1,72.1,54.19999999999999,225.0,362.0,445.5,131.8,249.7,188.2,0.0787883945730048,24.847361183571564,256.2757813711696,-87.97734119652067,38.176409094439016,7.754581538030175e-05,0.0004882508569639,0.0004107050415836,24.76857278899856,False,True,False,487.84783411445983,intermediate
5,5,iso,control,pimozide,172.1,195.1,213.0,267.2,95.1,72.1,54.19999999999999,227.8,367.3,452.4,131.6,284.5,155.5,0.032901245530175,16.34163813624133,256.25148463613374,-87.97714210222883,38.16592426241164,7.760333209082903e-05,0.0004811021558538,0.000403498823763,16.308736890711153,False,True,False,488.1786660258852,intermediate
6,6,iso,control,pimozide,172.3,195.2,213.1,267.2,94.89999999999998,72.0,54.1,230.1,370.6,456.2,119.2,237.5,149.8,0.0460594383988799,22.65373975161388,256.2410678217978,-87.97713770291962,38.15477223294092,7.75956608651769e-05,0.0004763735115616,0.0003987778506964,22.607680313215,False,True,False,488.3431389140909,intermediate
7,7,iso,control,pimozide,171.7,194.6,212.6,266.8,95.10000000000002,72.20000000000002,54.20000000000002,220.4,354.8,436.7,135.2,280.2,157.5,0.1025521225495031,33.46712931529144,256.3036322696678,-87.9774693634365,38.196945258858165,7.751228284139908e-05,0.0004989255614953,0.0004214132786539,33.36457719274193,False,True,False,487.420437262096,intermediate
8,8,iso,control,pimozide,173.9,196.8,214.5,268.2,94.29999999999998,71.39999999999998,53.69999999999999,249.2,408.2,505.6,157.5,314.1,179.9,0.1842577412505019,40.71667890271193,256.06437399792685,-87.97521069085276,38.08800483287832,7.814433868817327e-05,0.0004338499825174,0.0003557056438292,40.53242116146142,False,False,False,490.2895653106913,intermediate
9,9,iso,control,pimozide,174.3,197.3,214.8,268.5,94.2,71.19999999999999,53.69999999999999,253.0,417.1,517.8,150.4,311.9,142.1,0.1988045276053293,35.80967516771384,256.01621103926203,-87.97448298834675,38.07475354498924,7.837450966479834e-05,0.0004254866216198,0.000347112111955,35.61087064010851,False,False,False,490.69744383603,intermediate
